nama_media,jenis_media,penanggung_jawab,pemimpin_redaksi,badan_hukum,provinsi,alamat,telp,email,website,status,tanggal
Harian Bolmong Raya,Cetak,Jitro Paputungan,Jitro Paputungan,Totabuan Cemerlang Press,Sulawesi Utara,"Gedung Graha Pena, JL. Karel Sasuit Tubun No. 143 Kelurahan Sinindian, Kecamatan Kotamobagu Timur",(0434) 26210605,harianbmrredakasi@gmail.com,-,Terverifikasi Administratif dan Faktual,2022-06-23
informasiterpercaya.com,Siber,Adi Siswoyo Wasgo,Adi Siswoyo Wasgo,Mia Adia Ramahdini,Sumatera Utara,Jalan Pertiwi Gang Kesuma No. 4,0812-7791-5770,rafra1357@gmail.com / onlineredaksi3@gmail.com,www.informasiterpercaya.com,Terverifikasi Administratif dan Faktual,2022-06-22
indonesiainteraktif.com,Siber,Evi Endri,Evi Endri,Eradigital Indonesia Cerdas,Bengkulu,"Jalan Serayu No. 41 RT. 09 RW. 03, Kelurahan Padang Harapan Kecamatan Gading Cempaka",0811730001,creatorbengkulu@gmail.com,indonesiainteraktif.com,Terverifikasi Administratif dan Faktual,2022-05-13
halosumsel.co.id,Siber,Ujang Idrus,Ujang Idrus,Aras Media Press,Sumatera Selatan,Jl. Dhannie Effendi 24 Ilir Rusun Blok 45 ilir Barat I Palembang,082269821928 dan 082281012250,redaksihalosumsel@gmail.com,Halosumsel. Co. Id,Terverifikasi Administratif dan Faktual,2022-05-13
Beritatotabuan.com,Siber,Ferdinand L Putong,Ferdinand L Putong,Hikmah Media Nusantara,Sulawesi Utara,"Kelurahan Genggulang Rt. 004, Rw. 002 Kecamatan Kotamobagu Utara, Kotamobagu",085240822227,junaidiamra99@gmail.com,www.beritatotabuan.com,Terverifikasi Administratif dan Faktual,2022-05-13
Fixsnews.co.id,Siber,Sahatma Refindo,Sahatma Refindo,Inti Siber Media,Banten,"Jalan Perintis Kemerdekaan II no 9, Komp. Perkantoran Cikokol",087771156008/081212887432,redaksi.fixsnews@gmail.com,Fixsnews.co.id,Terverifikasi Administratif dan Faktual,2022-05-13
Viral24.co.id,Siber,Ahmad Rizal,Ahmad Rizal,Rotama Viral Media,Sumatera Utara,"Jl. Al Wasliyah No.10 LK.XI, Kelurahan Tanjung Sari, Kecamatan Medan Selayang",061 - 82821717,redaksi.viral24@gmail.com,www.viral24.co.id,Terverifikasi Administratif dan Faktual,2022-05-13
sakanews.com,Siber,Triadi Pramono,Triadi Pramono,Saka News Brilliant,Lampung,"Jl. Pajajaran Jagabaya 2 No. 60, Kecamatan Way halim",0853-7813-4567,redaksisakanews@gmail.com || mediaaji.n.rd@gmail.com,www.sakanews.com,Terverifikasi Administratif dan Faktual,2022-05-13
kroniktotabuan.com,Siber,Junius dilapanga,Junius dilapanga,Media Moroton Morigon,Sulawesi Utara,"Jalan Diponegoro, Kelurahan Biga, Kecamatan Kotamobagu Utara, Kota Kotamobagu",085256609670,kroniktotabuan@gmail.com,https://kroniktotabuan.com/,Terverifikasi Administratif dan Faktual,2022-05-13
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Radar Riau,Cetak,David Leo Lase,David Leo Lase,Radar Riau,Riau,"Jl. Arifin Ahmad, No. 148, Kel. Sidomulyo Timur, Kec. Marpoyan Damai, Kota Pekanbaru-Riau",07617432066,radarriauredaksional@gmail.com,https://www.radarriaunet.com,Terverifikasi Administratif dan Faktual,2022-05-13
kaltengonline.com,Siber,Heronika,Heronika,Sarana Berita Nusantara,Kalimantan Tengah,"Jalan Tjilik Riwut Km 2,5 Kota Palangka Raya",0536-3229256,kaltengonline.com@gmail.com,kaltengonline.com,Terverifikasi Administratif dan Faktual,2022-05-13
Beritabatam.com,Siber,Eddy Supriatna,Eddy Supriatna,Berita Batam Media,Kepulauan Riau,"Komp Ruko Bukit Golp Blok B2 No. 08, Sungai Panas, Batam Kota,  Batam - Kepulauan Riau (29444). Telp : +62 812-7737-189, Email : Beritabatamdotcom@gmail.com.","Telp : +62 812-7737-189,",beritabatamdotcom@gmail.com,https://www.beritabatam.com/,Terverifikasi Administratif dan Faktual,2022-05-13
Headline Lampung,Cetak,Ruslan Fikri,Ruslan Fikri,Headline Multimedia Lampung,Lampung,"Perumahan Bumi Puspa Kencana Pramuka Blok M No. 2 Jl. Pramuka, Raja Basa Bandar Lampung",0721 8051-792,redaksiheadlinelampung@gmail.com,www.headlinelampung.com,Terverifikasi Administratif dan Faktual,2022-05-13
Bintangpost.com,Siber,Triadi Pramono,Triadi Pramono,Bintang Lampung Persada,Lampung,Jl. Suhada Bagelen Kecamatan Gedongtataan Kabupaten Pesawaran,08127947646,triadipramono61@gmail.com,Bintangpost.com,Terverifikasi Administratif dan Faktual,2022-05-13
eranasional.com,Siber,Hadits Abdillah,Hadits Abdillah,Eranasional Multimedia Perdana,Jawa Barat,"Ruko Arcopolis, Perumahan Bojong Depok Baru, Blok LB No. 8, Kel. Karadenan, Kec. Cibinong",+622183731637,redaksi@eranasional.com,Eranasional.com,Terverifikasi Administratif dan Faktual,2022-05-31
akselnews.com,Siber,Erik Okta Subadra,Erik Okta Subadra,Riyuwan Penesak Multimedia,Sumatera Selatan,"Jalan Sematang Borang Perumahan Griya Cipta Persada Blok K, Nomor 6, Kelurahan Sako, Kecamatan Sako, Palembang",085268518499/082284055021,redaksiakselnews@gmail.com,www.akselnews.com,Terverifikasi Administratif dan Faktual,2022-05-13
sulselekspres.com,Siber,M. Yusdin,M. Yusdin,Megarezky Digital Publika,Sulawesi Selatan,"Jl. Inspeksi Waduk Bitoa, No.31, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90234",085394173300,sulselekspres@gmail.com,https://sulselekspres.com/,Terverifikasi Administratif dan Faktual,2022-05-13
bacapesan.com,Siber,Akbar,Akbar,Mahamu Utama Intermedia,Sulawesi Selatan,"Jalan Sultan Alauddin, Kompleks Ruko Permatasari, No 25, Makassar",04118980929,bacapesandotcom@gmail.com,www.bacapesan.com,Terverifikasi Administratif dan Faktual,2022-05-13
ujungjari.com,Siber,Fachruddin Palapa,Fachruddin Palapa,Ujung Jari Com,Sulawesi Selatan,"Gedung Graha Pena Lantai 3, Jalan Urip Sumoharjo No 20 Makassar.","081241496705, 082187089920",ujungjari.media@gmail.com,www.ujungjari.com,Terverifikasi Administratif dan Faktual,2022-05-13
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
abatanews.com,Siber,Dewi Yuliani,Dewi Yuliani,Abata Media Nusantara,Sulawesi Selatan,"Jl. Tamangapa Raya, Kompleks Grand Aroepala Blok K 8",08114447479,redaksi@abatanews.com,https://abatanews.com/,Terverifikasi Administratif dan Faktual,2022-05-13
jejakkeadilan.com,Siber,Ismail Yogo Trianto,Ismail Yogo Trianto,Media Jejak Keadilan,Bengkulu,"Jalan Perum Bumi Nusa Sejahtera 1 Nomor 000, RT 032, RW 005, Kelurahan Sukarami, Kecamatan Selebar",082353153098,redaksijejakkeadilan@gmail.com,https://jejakkeadilan.com/,Terverifikasi Administratif,2022-05-24
tintabangsa,Siber,Ismail Yogo Trianto,Ismail Yogo Trianto,Rizki Arya Media,Bengkulu,Jalan Jaya Makmur 1 Rt.018 Rw.006 Kelurahan Betungan Kecamatan Selebar Kota Bengkulu 38214,082384389083,redaksitintabangsa@gmail.com,tintabangsa.com,Terverifikasi Administratif,2022-05-19
Fajar Pendidikan,Cetak,Sriyanto Al Wina H.,Nurhayana Kamar,Fajar Media Pendidikan,Sulawesi Selatan,Jalan Urip Sumoharjo Nomor 20 Gedung Graha Pena Makassar Lantai 4,04113661926,fponlinemedia@gmail.com,www.fajarpendidikan.co.id,Terverifikasi Administratif dan Faktual,2022-05-13
bogor-kita.com,Siber,Djony Edward,Djony Edward,Bogorkita Mediatama Indonesia,Jawa Barat,"Perumahan Bogor Raya Permai Blok FE 1 No 3, Bogor Barat, Kota Bogor",087889910793,bogorkita@yahoo.com,bogor-kita.com,Terverifikasi Administratif dan Faktual,2022-05-10
suaradewata.com,Siber,Dewa Ayu Dewi Martika,Dewa Ayu Dewi Martika,Suara Dewata Media,Bali,"Jalan Anyelir Gg. I Nomor 4A, Desa Dauh Peken, Kecamatan Tabanan, Kabupaten Tabanan",03617991865,suaradewata01@gmail.com,www.suaradewata.com,Terverifikasi Administratif dan Faktual,2022-05-10
kilasbali.com,Siber,Djoko Moeljono,Djoko Moeljono,Kirana Bali Media,Bali,"Kamasan River View Blok E No 24, Dajan Peken, Tabanan","0853-3856-5624, 085792238207",kilasbalicom@gmail.com,www.kilasbali.com,Terverifikasi Administratif dan Faktual,2022-05-10
beritabuana.co,Siber,Dadang Sugandi,Dadang Sugandi,Bangkit Anugerah Prakasa,DKI Jakarta,"Simprug Gallery Unit D, Jl. Teuku Nyak Arief No.10, RT.5/RW.2, South Grogol, Simprug",021-72787479,redaksi.beritabuana@gmail.com,https://www.beritabuana.co,Terverifikasi Administratif dan Faktual,2022-05-10
rmolsumut.id,Siber,Tuahta Arief Gunawan,Tuahta Arief Gunawan,Swarga Indo Media Solusi,Sumatera Utara,Jl. Tempua. Taman Tempua Residence,082370001123,swargaindomediasolusi@gmail.com,rmolsumut.id,Terverifikasi Administratif dan Faktual,2022-05-10
inilahmedan.com,Siber,Yoko Soesilo Chou,Yoko Soesilo Chou,Berkah Inilah Medan,Sumatera Utara,Jalan Ngalengko Gg Keluarga No. 13 Medan,08126490168,srikurniawanbambang@gmail.com,inilahmedan.com,Terverifikasi Administratif dan Faktual,2022-05-10
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
fajarsumatera.co.id,Siber,Riko Firmansyah,Riski Abung,Fajar Intermedia Utama,Lampung,"Jl Perintis Kemerdekaan, No 154, Kelurahan Tanjung Gading, Kecamatan Kedamaian, Kota Bandar Lampung","082306532169, 082180466222",fajarsumatera.redaksi@gmail.com,fajarsumatera.co.id,Terverifikasi Administratif dan Faktual,2022-05-10
PancarPOS.com,Siber,Ida Bagus Alit Sumertha,Ida Bagus Alit Sumertha,Mulya Adita Pancarpos,Bali,"Jl. Patih Nambi, Griya Nambi Permai Blok III No.9, Desa Ubung Kaja, Denpasar Utara",08895412545,redaksipancarpos@gmail.com,www.pancarpos.com,Terverifikasi Administratif dan Faktual,2022-05-10
narasinews.id,Siber,Isma Hakim Rahmat,Isma Hakim Rahmat,Narasi News Group,Jawa Timur,"Jalan Raya Banyuwangi Kilometer 5, Panji Lor, Kecamatan Panji",082229270572,narasinewsid@gmail.com,www.narasinews.id,Terverifikasi Administratif dan Faktual,2022-05-10
balitopnews.com,Siber,Dewa Ayu Dewi,Dewa Ayu Dewi,Bali Top Media Jaya,Bali,"Banjar Bongan Gede, Desa Bongan, Kecamatan Tabanan",088977952703,balitopnews9@gmail.com,,Terverifikasi Administratif dan Faktual,2022-05-10
Updatebali.com,Siber,I Wayan Supartha,I Wayan Supartha,Sinar Media Updatebali,Bali,"Banjar Kebayan Tangeb Gang Tigaron VII No.7 Kel. Abianbase, Kec. Mengwi",081239167010,Updatebali21@gmail.com,https://updatebali.com,Terverifikasi Administratif dan Faktual,2022-05-10
Penasultra.id,Siber,Umar Marhum,Umar Marhum,Pena Sultra Grup,Sulawesi Tenggara,"BTN Griya Zarinda 2 Blok F Nomor 11, Kendari, Sulawesi Tenggara; Email: penasultraid@gmail.com",085242194947,penasultraid@gmail.com,www.penasultra.id,Terverifikasi Administratif dan Faktual,2022-04-23
pantau.com,Siber,Nuruddin Lazuardi,Nuruddin Lazuardi,Pantau Sumber Berita,DKI Jakarta,"Jl. Raya Bangka Nomor 18 G RT 4/ RW 1 Pela Mampang, Kec, Mampang Prapatan, Kota Jakarta Selatan, DKI Jakarta (12720)",02122718939,info@pantau.com,www.pantau.com,Terverifikasi Administratif dan Faktual,2022-04-23
podiumnews.com,Siber,Edy Asri,Edy Asri,Media Podium Utama,Bali,"Jalan Bhineka Nusa Kauh V, Dalung Permai Blok P No 58, Kuta Utara, Kabupaten Badung, Provinsi Bali","0361-9093073, 0821 4594 6900",redaksipodium@gmail.com,https://podiumnews.com/,Terverifikasi Administratif dan Faktual,2022-04-23
jurnas.com,Siber,Rusman,Rusman,Media Bangsa Bersatu,DKI Jakarta,"Jalan Tebet Barat Dalam 2F Nomor, 16A, Tebet Barat,",(021) 22902633 / 081384472435,redaksi@jurnas.com,www.jurnas.com,Terverifikasi Administratif dan Faktual,2022-04-23
jambiprima.com,Siber,Zulhery Farmansyah,Zulhery Farmansyah,Jambi Prima Jasa,Jambi,Jalan Muaro Danau No. 10 RT. 07 RW. 03 Kel. Sungai Bengkal Kec. Tebo Ilir Kab. Tebo Provinsi Jambi,081271585100,jasaprima727@gmail.com,jambiprima.com,Terverifikasi Administratif,2022-04-22
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
katakini.com,Siber,Rusman,Rusman,Media Multi Caka,DKI Jakarta,"Jalan Tebet Barat Dalam IIF No.16A, Tebet",(021) 22902633 / 081384472435,redaksi@katakini.com,www.katakini.com,Terverifikasi Administratif dan Faktual,2022-04-09
poskota.co.id,Siber,Joko Lestari,Joko Lestari,Media Antarkota Jaya,DKI Jakarta,"Jl. Raya Kebayoran Lama No. 22, Kebon Jeruk",02122129129,redaksi@poskota.co.id,www.poskota.co.id,Terverifikasi Administratif dan Faktual,2022-04-09
Musinews.id,Siber,Arif Ardiansyah,Arif Ardiansyah,Hyro Musi Media,Sumatera Selatan,Perumahan Revari/Perum PNS Blok C7 No. 12 Kel. Talang Kelapa Kec. Alang-Alang Lebar,0813-6762-6812,musinews.id@gmail.com,https://www.musinews.id/,Terverifikasi Administratif dan Faktual,2022-04-09
ariranews.com,Siber,Qori ' Ul Fitra,Qori ' Ul Fitra,Arira Bintang Media,Kepulauan Riau,"Perum Arira Garden Blok L No 05 , Nongsa",081266352531,redaksi@ariranews.com,www.ariranews.com,Terverifikasi Administratif dan Faktual,2022-04-09
RiauBISA.com,Siber,Roy Juli Manurung,Roy Juli Manurung,Riau Bisa Media,Riau,"Jalan Utama (via Jalan Selamat) No. 17 RT 002 RW 006, Kelurahan Rejosari, Kecamatan Tenayan Raya",0811666042/085265707172,redaksi@riaubisa.com,https://www.riaubisa.com/,Terverifikasi Administratif dan Faktual,2022-04-09
Beritariau.com,Siber,Roy Juli Manurung,Roy Juli Manurung,Riau Media Pers,Riau,Jalan Jenderal Sudirman Gg Karya No 04 Kelurahan Sumahilang Kecamatan Pekanbaru Kota,08117577440,beritariaucom@gmail.com,https://www.beritariau.com/,Terverifikasi Administratif dan Faktual,2022-04-09
alurnews.com,Siber,Hadli,Hadli,Alurmedia Fachri Sukses,Kepulauan Riau,"Mega Legenda 2, Blok D-2 Nomor 01, Batam Centre, Kota Batam,",081375016588,redaksi@alurnews.com,alurnews.com,Terverifikasi Administratif dan Faktual,2022-04-09
ftnews.co.id,Siber,Bambang Dwiwarno,Bambang Dwiwarno,Forum Terkini Media,DKI Jakarta,"Jl. Dukuh Patra IV No.66B RT.13/RW.2, Menteng Dalam, Kec. Tebet",081282281822,ptforumterkinimedia@gmail.com,www.ftnews.co.id,Terverifikasi Administratif dan Faktual,2022-04-09
LamanRiau.com,Siber,Fahrul Rozi,Fahrul Rozi,Bantayan Raja Media,Riau,"Jalan Jenderal Sudirman No. 121 C, Lantai III, Wonorejo, Marpoyan Damai",081378006551,rajabantayan@gmail.com,https://www.lamanriau.com/,Terverifikasi Administratif,2022-04-09
infoindonesia.id,Siber,Aldi Gultom,Aldi Gultom,Dua Satu Pro,DKI Jakarta,"Jl. M.P.R III No.5B, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",02127812397,redaksi@infoindonesia.id,infoindonesia.id,Terverifikasi Administratif dan Faktual,2022-04-09
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
dumaiposnews.com,Siber,Bambang Hendriyanto,Bambang Hendriyanto,Dumai Multimedia Korporindo,Riau,JL. MH. Thramrin (Dockyard) RT 015 Kelurahan Pangkalan Sesai Kecamatan Dumai Barat,(0765) 34172,dumaiposnews123@gmail.com,dumaiposnews.com,Terverifikasi Administratif dan Faktual,2022-03-23
sinpo.id,Siber,Dede Zaki Mubarok,Dede Zaki Mubarok,Catra Media Nusantara,DKI Jakarta,"Gedung Graha Senatama Lt. 5 Jl. Kwitang Raya No.8 RT.007 RW.001    Kwitang, Senen, Jakarta Pusat",081313333129,sinporedaksi@gmail.com,www.sinpo.id,Terverifikasi Administratif dan Faktual,2022-03-18
Nonstopnews.id,Siber,Hari Wibowo,Hari Wibowo,Ata Faleya Media,Banten,"Ruko The Savia Blok C1/9, Ciater, Serpong, Tangerang Selatan",081333558159,redaksinonstopnews.id@gmail.com,https://nonstopnews.id/,Terverifikasi Administratif,2022-03-17
Indepthnews.id,Siber,Agustinus.m,Agustinus.m,Basnil Maximi Putra,Kepulauan Riau,Jalan Raya Simpang Dompak  Rt.03/Rw.03 Kelurahan Dompak  Kecamatan Bukit  Bestari,081261249175,semiaquaticman@gmail.com,www.indepthnews.id,Terverifikasi Administratif,2022-03-17
Kabartiga.id,Siber,Habibi,Habibi,Kabar Tiga Info Kepri,Kepulauan Riau,"Jl.Arif Rahman Hakim,No 6, Sei Jang, Bukit Bestari",082287131256,redaksikabartiga.33@gmail.com,www.kabartiga.id,Terverifikasi Administratif,2022-03-17
hariancentral.com,Siber,Januari Simbolon,Januari Simbolon,Sentral Internet Media,Sumatera Utara,Jalan Brigjend Katamso No 355 Medan,082166209900,cintapatriciapanjaitan@gmail.com,hariancentral.com,Terverifikasi Administratif,2022-03-17
Harian Central,Cetak,Januari Simbolon,Januari Simbolon,Harian Central Media,Sumatera Utara,Jalan Brigjend Katamso No 355 Medan,082165695552,williampratamasimanjutak@gmail.com,hariancentral.com,Terverifikasi Administratif,2022-03-17
Media Riau Pesisir,Cetak,Faisal,Faisal,Media Riau Pesisir,Riau,Jalan datuk laksamana nomor 292 kel. Dumai Kota Kec. Dumai Kota,085278044461,news.riaupesisir@gmail.com,pesisirnasional.com,Terverifikasi Administratif,2022-03-17
ceklissatu.com,Siber,Arihta Utama Surbakti,Arihta Utama Surbakti,Alfa Media Satu,Jawa Barat,"Jln.Pramuka, Kp. Babakan Tarikolot No.86",02517507117,ceklissatu.com@gmail.com,www.ceklissatu.com,Terverifikasi Administratif dan Faktual,2022-03-16
valoranews.com,Siber,Al Imran,Al Imran,Sandi Tujuh Media,Sumatera Barat,"Jl. Mangopoh No 12, Kel. Jati Baru, Kecamatan Padang Timur",0811664268,valoraredaksi@gmail.com,https://valoranews.com,Terverifikasi Administratif dan Faktual,2022-03-16
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
sumateranews.co.id,Siber,Donni,Donni,Husnul Sumatera News,Sumatera Selatan,"Jalan Angkatan 45, Gang Semeru, RT. 003, RW. 003, NO. 117, Kel. Gunung Ibul Barat, Kec. Prabumulih Timur",081373351115,mediasumateranews@gmail.com,https://sumateranews.co.id,Terverifikasi Administratif dan Faktual,2022-03-11
Info Indonesia,Cetak,Aldi Gultom,Aldi Gultom,Dua Satu Pro,DKI Jakarta,"Jalan MPR III Nomor 5B Kelurahan Cilandak Barat, Kec Cilandak",021-27812397,koraninfoindonesia@gmail.com,www.infoindonesia.id,Terverifikasi Administratif dan Faktual,2022-03-11
masapnews.com,Siber,Muhamad Zainal,Muhamad Zainal,Tambun Bungai Perkasa,Kalimantan Tengah,Jalan Brigjend Katamso XIV Kel. Tumbang Anjir Kec. Kurun Kuala Kurun,082353324652,masap.news@gmail.com,masapnews.com,Terverifikasi Administratif dan Faktual,2022-03-10
Beritakajang.com,Siber,Iwan Humaini,Iwan Humaini,Media Kajang Perkasa,Sumatera Selatan,Perumahan Griya Nayarah Indah Blok F No.7 RT 10 RW 03 Lingkungan 2 Kelurahan Tanjung Rancing,085210036638,redaksiberitakajang@gmail.com,www.beritakajang.com,Terverifikasi Administratif,2022-03-10
beritasebelas.id,Siber,Bagus Mihargo,Bagus Mihargo,Sebelas Tunggal Media,Sumatera Selatan,Jalan Brigjen Deni Effendi Rusun Blok 36 Lt 2 No. 10,081278571768,beritasebelasnews@gmail.com,https://beritasebelas.id,Terverifikasi Administratif,2022-03-10
Metrobatam.com,Siber,Budi Arifin,Budi Arifin,Catur Metro Media,Kepulauan Riau,"Komp. Ruko Grand California Blok F No. 1, Batam Center, Kota Batam.",+62 812-7099-9596,redaksi.metrobatam@yahoo.com,Metrobatam.com,Terverifikasi Administratif dan Faktual,2022-03-09
Medium,Cetak,Fahlepi Senopati,Fahlepi Senopati,Aufa Media Dzakira,Sumatera Selatan,Jl. Kelapa Gading Blok Lantana 22 Perumnas Talang Kelapa Kec.. Alang-alang Lebar Palembang,081273180025,medium1717@gmail.com,https://www.jitoe.com,Terverifikasi Administratif dan Faktual,2022-03-09
Suara Kalteng,Cetak,H Sutransyah,H Sutransyah,Suara Kalteng Press,Kalimantan Tengah,"Jl. G. Obos VIII, No. 179 Palangka Raya - Kalimantan Tengah",081349187878,redaksisuka@yahoo.com / skmsuarakalteng@gmail.com,,Terverifikasi Administratif dan Faktual,2022-03-09
Portalsatu.com,Siber,Juli Amin,Juli Amin,Portal Media Utama,Aceh,"Jalan Prof. Ali Hasjmy, No. 6, Desa Lamteh, Ulee Kareng, Kota Banda Aceh, Kode Pos: 23118.",0812 1462 7781,portalsaturedaksi@gmail.com,http://portalsatu.com,Terverifikasi Administratif dan Faktual,2022-03-09
Intimnews.com,Siber,Nako,Nako,Intim Media Perkasa,Kalimantan Tengah,"Jl Yos Sudarso IX, Kelurahan Menteng, Kec Jekan Raya, Kota Palangka Raya",082251359509,Newsintim2020@gmail.com,www.intimnews.com,Terverifikasi Administratif dan Faktual,2022-03-09
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Kaltengterkini.co.id,Siber,Heryanto Prabowo,Heryanto Prabowo,Huma Media Perkasa,Kalimantan Tengah,Jl.  Pangeran Samudera no.  39,085393237892,Kaltengterkini5@gmail.com,https://kaltengterkini.co.id,Terverifikasi Administratif dan Faktual,2022-03-09
mediaprospek.com,Siber,Marliyana,Marliyana,Banua Karya Mandiri,Kalimantan Selatan,"Jl. Pramuka/Jl. Melati Indah VII RT.10 No.47, Kel Sungai Lulut, Kec Banjarmasin Timur, Banjarmasin",085248455527,mediaprospek2020@gmail.com,http/www.mediaprospek.com,Terverifikasi Administratif dan Faktual,2022-03-09
Bitnews.id,Siber,Sri Rahayu Ningsih,Sri Rahayu Ningsih,Digital Media Informatif,Jambi,"Jalan AR Saleh RT 37 Kelurahan Paal Merah, Kecamatan Paal Merah",081178767272,redaksibitnewsid@gmail.com,www.bitnews.id,Terverifikasi Administratif dan Faktual,2022-03-09
disway.id,Siber,Tomy C. Gutomo,Tomy C. Gutomo,Disway Rumah Berita,Jawa Timur,Jl Walikota Mustajab 76,031 5466611,contact@disway.id,disway.id,Terverifikasi Administratif dan Faktual,2022-02-26
Kendarinews.com,Siber,Sawaluddin Lakawa,Sawaluddin Lakawa,sultra media cyber,Sulawesi Tenggara,Jl.Malik Raya No. 50,0401-3126513,kendarinewsid@gmail.com,kendarinews.com,Terverifikasi Administratif dan Faktual,2022-02-21
Kupastuntas.co,Siber,Donald Harris Sihotang,Donald Harris Sihotang,Yobel Irene Media,Lampung,"Jl. Turi Raya, , No 101, Kec. Tanjung Senang, Bandarlampung",(0721)773331,Kupastuntas7@gmail.com,www.kupastuntas.co,Terverifikasi Administratif dan Faktual,2022-02-21
sentralberita.com,Siber,Husni Lubis,Husni Lubis,Sentral Media Kreasi Nusantara,Sumatera Utara,Jalan karya kasih gg. kasih dalam No.37 Medan Johor Pangkalan mansyhur,082164617324,redaksisentralberita@gmail.com,sentralberita.com,Terverifikasi Administratif dan Faktual,2022-02-21
dinamikasultra.com,Siber,Umar Marhum,Umar Marhum,Dinamika Sultra Intermedia,Sulawesi Tenggara,"Jl Manggis No 2B,Kel. Kambu, Kec, Kambu  Kota Kendari",082188805744,dinamikasultra@gmail.com,www.dinamikasultra.com,Terverifikasi Administratif,2022-02-18
lampuijo.id,Siber,Ismail Komar,Ismail Komar,Lampu Ijo Digital,Lampung,"Jalan Imam Bonjol, RT/RW 010/002, Kelurahan Hadimulyo Barat, Kecamatan Metro Pusat, Kota Metro",081369998888,lampuijo86@gmail.com,www.lampuijo.id,Terverifikasi Administratif,2022-02-04
Majalah Sudut Pandang,Cetak,Umi Sjarifah,Umi Sjarifah,Majalah Sudut Pandang,DKI Jakarta,Ruko Mega Grosir Cempaka Mas Blok D.1 No.11 Jl.Letjend Suprapto Jakarta Pusat,02122981854 - 0818700392,media.sudutpandang@gmail.com,www.sudutpandang.id,Terverifikasi Administratif dan Faktual,2022-01-31
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
bisanews.id,Siber,Khairul Muslim,Khairul Muslim,Batu Bara Utama,Sumatera Utara,"Dusun II No.27, Simpang Dolok, Kec Lima Puluh",0813-7027-2252,redaksibisanews@gmail.com,https://bisanews.id,Terverifikasi Administratif,2022-01-26
